incident_id,control_id,barrier_role_match_text,barrier_family,barrier_type,side,line_of_defense,barrier_status,barrier_failed,barrier_failed_human,human_contribution_value,pif_competence,pif_fatigue,pif_communication,pif_situational_awareness,pif_procedures,pif_workload,pif_time_pressure,pif_tools_equipment,pif_safety_culture,pif_management_of_change,pif_supervision,pif_training,supporting_text,confidence,incident_summary
ac-857a-shell-offshore-11-feb-2014,C-001,"Barrier: Job Safety Analysis (JSA) for mud transfer operation
Role: Administrative control to ensure proper procedures are followed
LOD Basis: N/A",procedures,administrative,prevention,1st,failed,True,True,high,True,False,True,True,True,False,False,False,True,True,True,True,"[""The JSA dated February 12, 2014, titled Transferring mud from reserve pit to active pits utilized for the mud transferring operation during the time of incident occurring on February 11, 2014, does not make any mention for a procedure assuring the proper alignment of all dump valves"", ""Not all persons responsible for opening and closing the mud pit valves had signed the JSA for the mud transferring operation"", ""The JSA was not properly completed or executed due to incorrect date when the document was generated""]",high,"On 11 February 2014, an estimated 144 barrels of Synthetic Base Mud was discharged into the Gulf of Mexico from the #3 Active Pit dump valve during a mud pit cleaning and transfer operation. The incident resulted from failure to follow the Job Safety Analysis (JSA), improper Lock Out/Tag Out procedures, and inadequate sampling prior to discharge. The #3 Dump Valve was left in the open position and not properly identified during the operation."
ac-857a-shell-offshore-11-feb-2014,C-002,"Barrier: Lock Out/Tag Out (LO/TO) procedures for dump valve identification
Role: Administrative control to ensure valves are properly identified and secured
LOD Basis: N/A",procedures,administrative,prevention,1st,failed,True,True,high,True,False,True,True,True,False,False,False,True,True,True,True,"[""all personnel performing the job tasks during the time of incident failed to review the proper Lock Out/ Tag Out safety steps to be taken in order to properly identify the #3 Dump Valve was still in the open position"", ""documented in the H&P LO/TO/TRY Record Sheet""]",high,"On 11 February 2014, an estimated 144 barrels of Synthetic Base Mud was discharged into the Gulf of Mexico from the #3 Active Pit dump valve during a mud pit cleaning and transfer operation. The incident resulted from failure to follow the Job Safety Analysis (JSA), improper Lock Out/Tag Out procedures, and inadequate sampling prior to discharge. The #3 Dump Valve was left in the open position and not properly identified during the operation."
ac-857a-shell-offshore-11-feb-2014,C-003,"Barrier: Static Sheen Test sampling from correct pit location
Role: Administrative control to verify fluid composition before discharge
LOD Basis: N/A",other_admin,administrative,prevention,2nd,failed,True,True,high,True,False,True,True,True,False,False,False,True,True,True,True,"[""The Lessee failed to properly gather a sample for the Static Sheen Test at the correct sample location prior to releasing pit fluids to gulf waters during the pit cleaning operation"", ""Samples were gathered from the #4 Auxiliary Tank and the Trip Tank, but not the #3 Active Pit"", ""The Dump Valve on the #3 Active Pit was utilized to discharge the pit fluids into the gulf waters""]",high,"On 11 February 2014, an estimated 144 barrels of Synthetic Base Mud was discharged into the Gulf of Mexico from the #3 Active Pit dump valve during a mud pit cleaning and transfer operation. The incident resulted from failure to follow the Job Safety Analysis (JSA), improper Lock Out/Tag Out procedures, and inadequate sampling prior to discharge. The #3 Dump Valve was left in the open position and not properly identified during the operation."
ac-857a-shell-offshore-11-feb-2014,C-004,"Barrier: Isolation valve in piping layout design
Role: Engineering barrier to prevent accidental discharge
LOD Basis: N/A",pressure_relief_blowdown_flare_disposal,engineering,mitigation,2nd,not_installed,False,False,unknown,True,False,True,True,True,False,False,False,True,True,True,True,"[""Piping layout design did have an isolation valve which would have provided another barrier against accidental discharge of mud into the Gulf of Mexico"", ""Shell Offshore INC. has changed their operational procedures taken by H&P personnel for moving fluids between the mud tanks along with the planned installation of an additional valve downstream to eliminate the possibility of the issue happening again""]",high,"On 11 February 2014, an estimated 144 barrels of Synthetic Base Mud was discharged into the Gulf of Mexico from the #3 Active Pit dump valve during a mud pit cleaning and transfer operation. The incident resulted from failure to follow the Job Safety Analysis (JSA), improper Lock Out/Tag Out procedures, and inadequate sampling prior to discharge. The #3 Dump Valve was left in the open position and not properly identified during the operation."
ac-857a-shell-offshore-11-feb-2014,C-005,"Barrier: Personnel sign-off on JSA
Role: Administrative control to ensure personnel acknowledge procedures
LOD Basis: N/A",procedures,administrative,prevention,1st,failed,True,True,high,True,False,True,True,True,False,False,False,True,True,True,True,"[""Not all persons responsible for opening and closing the mud pit valves had signed the JSA for the mud transferring operation""]",high,"On 11 February 2014, an estimated 144 barrels of Synthetic Base Mud was discharged into the Gulf of Mexico from the #3 Active Pit dump valve during a mud pit cleaning and transfer operation. The incident resulted from failure to follow the Job Safety Analysis (JSA), improper Lock Out/Tag Out procedures, and inadequate sampling prior to discharge. The #3 Dump Valve was left in the open position and not properly identified during the operation."
ac2085720shell2004-sep-202320,C-001,"Barrier: Fluid Transfer Procedure - Valve Configuration Visual Check
Role: Administrative control requiring visual verification of valve alignment by two personnel prior to fluid transfer
LOD Basis: Procedural requirement to verify valve configuration before operations",procedures,administrative,prevention,1st,degraded,True,True,high,False,False,True,True,True,False,False,True,True,True,True,False,"[""The H&P Fluid Transfer Procedure states, 'prior to transferring fluids, the valve configuration is to be visually checked by 2 people.'"", ""The H&P Pit-Hand, and the H&P Assistant Driller (AD) both walked down the line up and checked the valve alignments."", ""The knife valve is also located overhead at a height of about 12 feet, the blade position may have been difficult to verify given the height""]",high,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members."
ac2085720shell2004-sep-202320,C-002,"Barrier: Knife Valve - Discharge Line Outlet
Role: Engineering control to prevent fluid discharge from degasser tank
LOD Basis: Primary containment valve on degasser tank discharge line",overpressurization_gas_discharge_gas_isolation,engineering,prevention,1st,failed,True,False,unknown,False,False,True,True,True,False,False,True,True,True,True,False,"[""The knife valve located on the discharge line of the degasser tank, and the butterfly valve used as a master dump valve for the discharge lines connected to the processing tanks were found to have leaked."", ""The knife valve, according to the H&P drilling crew, was found to have been obstructed by cuttings keeping it from seating and sealing properly."", ""Both valves had not been functioned and operated immediately prior to the fluid transfer, they were left in the closed position after the last flushing of the processing tanks. The last time the valves were functioned was April 2023.""]",high,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members."
ac2085720shell2004-sep-202320,C-003,"Barrier: Butterfly Valve - Master Dump Valve
Role: Engineering control to prevent unintended discharge from processing pits
LOD Basis: Master dump valve for discharge lines connected to processing tanks",overpressurization_gas_discharge_gas_isolation,engineering,prevention,1st,failed,True,False,unknown,False,False,True,True,True,False,False,True,True,True,True,False,"[""The butterfly valve was observed to have a piece of rubber of an unknown origin preventing full closure."", ""The butterfly valve was previously locked in the closed position after the processing tanks were cleaned out."", ""However, the rubber blocking the valve from properly closing allowed the SBM to leak past the butterfly valve to the cuttings shoot and ultimately discharging into the Gulf of Mexico.""]",high,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members."
ac2085720shell2004-sep-202320,C-004,"Barrier: Valve Locking Mechanism - Butterfly Valve
Role: Administrative control to prevent unauthorized valve operation
LOD Basis: Lock restricts access to valve operation; only Tool-pusher and Rig Manager have key",regulatory_and_permits,administrative,prevention,2nd,active,False,False,unknown,False,False,True,True,True,False,False,True,True,True,True,False,"[""The Tool-pusher and the Rig Manager are the only personnel with access to the key and authority to remove the lock.""]",high,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members."
ac2085720shell2004-sep-202320,C-005,"Barrier: Skillet on Active Pit Master Dump Valve
Role: Engineering control to prevent unintentional discharge from active pit
LOD Basis: Physical barrier preventing accidental valve operation",well_control_barriers_kill,engineering,mitigation,2nd,active,False,False,unknown,False,False,True,True,True,False,False,True,True,True,True,False,"[""A skillet is installed on the active pit master dump valve to prevent unintentional discharge but, there was no skillet on the processing pit master dump valve (butterfly valve).""]",high,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members."
ac2085720shell2004-sep-202320,C-006,"Barrier: Pit Level Monitoring and Observation
Role: Detection control to identify fluid loss from processing pits
LOD Basis: Driller monitored pit level sensor and rig manager posted observer to watch for sheens",detection_monitoring_surveillance,administrative,mitigation,2nd,active,False,False,medium,False,False,True,True,True,False,False,True,True,True,True,False,"[""Approximately 7 minutes after the transfer pump was turned off, the H&P Driller noticed the volume indicator for the degasser tank was decreasing."", ""The driller monitored the pit level sensor for a minute to see if the volume was just leveling out, but when it kept dropping, he contacted the H&P Rig Manager."", ""Once the H&P drilling crew identified that the fluid was released into the Gulf of Mexico, the H&P Rig Manager posted an observer to watch for any sheens caused by the SBM discharge. The observer watched for 30 minutes and did not identify any sheens resulting from the discharge.""]",high,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members."
ac2085720shell2004-sep-202320,C-007,"Barrier: Degasser Tank Design - Slanted Bottom
Role: Engineering design feature to allow solids to settle
LOD Basis: Tank geometry intended to separate solids from fluid",other_engineering,engineering,mitigation,unknown,degraded,True,False,unknown,False,False,True,True,True,False,False,True,True,True,True,False,"[""The Bottom of the degasser tank is slanted with the outlet valve at the top of the slant, this allows solids to sink to the bottom of the slant. The slant also causes fluid and solids to remain in the bottom of the tank below the outlet valve. The fluid in the bottom of the processing pits made it appear the degasser tank was holding fluid when it was not.""]",high,"On 4 September 2023 at approximately 13:20, approximately 24 barrels of Synthetic Based Mud (SBM) was discharged into the Gulf of Mexico from Alaminos Canyon (AC) 857, H&P 205 Drilling Rig located on the Shell Perdido Spar. The discharge resulted from obstructions in two valves (knife valve and butterfly valve) on the degasser tank discharge line that prevented proper sealing. The knife valve was obstructed by cuttings and the butterfly valve was blocked by a piece of rubber, both preventing full closure despite visual verification by crew members."
ac_815_shell_18-mar-2022,C-001,"Barrier: Pressure test procedure per 30 CFR 250.1715
Role: Detect failed cement squeeze and valve leakage
LOD Basis: N/A",procedures,administrative,prevention,2nd,active,False,False,unknown,False,False,False,True,True,False,False,True,False,True,False,False,"[""The pressure test failed to hold 1000 psi over 15 minutes as required per 30 CFR 250.1715""]",high,"On 18 March 2022 at 1800 hours, during abandonment operations on Shell's Alaminos Canyon 815 well SA001 from the Helix Q-4000, a pressure test of a five-barrel cement squeeze failed to hold 1000 psi. Investigation revealed the chemical injection tree valve 1 (CIT1) on the subsea tree was leaking approximately 188 barrels of a 50/50 mixture of Mono Ethylene Glycol and seawater into the Gulf of Mexico. The CIT1 valve had not been functioned to verify closure prior to the pressure test; operators relied on documented position from well handover procedures. Manual ROV intervention and hydraulic functioning of the valve eventually stopped the leak."
ac_815_shell_18-mar-2022,C-002,"Barrier: Well Handover Procedure documentation
Role: Verify valve status prior to operations
LOD Basis: N/A",procedures,administrative,prevention,1st,failed,True,True,high,False,False,False,True,True,False,False,True,False,True,False,False,"[""The CIT1 valve was documented and verified as closed on the Shell Perdido SA001 Well Handover Procedure by the Well Site supervisor"", ""Shell used the last documented position of CIT1 valve as a verification of the valve being in the closed position"", ""The exact position of the CIT1 valve was not known since the CIT1 valve was never functioned before or during the operation""]",high,"On 18 March 2022 at 1800 hours, during abandonment operations on Shell's Alaminos Canyon 815 well SA001 from the Helix Q-4000, a pressure test of a five-barrel cement squeeze failed to hold 1000 psi. Investigation revealed the chemical injection tree valve 1 (CIT1) on the subsea tree was leaking approximately 188 barrels of a 50/50 mixture of Mono Ethylene Glycol and seawater into the Gulf of Mexico. The CIT1 valve had not been functioned to verify closure prior to the pressure test; operators relied on documented position from well handover procedures. Manual ROV intervention and hydraulic functioning of the valve eventually stopped the leak."
ac_815_shell_18-mar-2022,C-003,"Barrier: CIT1 valve mechanical position indicator
Role: Visual indication of valve closure status
LOD Basis: N/A",overpressurization_gas_discharge_gas_isolation,engineering,prevention,1st,degraded,True,False,unknown,False,False,False,True,True,False,False,True,False,True,False,False,"[""The CIT1 mechanical position indicator, visually appeared to be in the closed position but the CIT1 valve was not fully closed"", ""The CIT1 position indicator moved slightly when the ROV manually functioned CIT1 valve""]",high,"On 18 March 2022 at 1800 hours, during abandonment operations on Shell's Alaminos Canyon 815 well SA001 from the Helix Q-4000, a pressure test of a five-barrel cement squeeze failed to hold 1000 psi. Investigation revealed the chemical injection tree valve 1 (CIT1) on the subsea tree was leaking approximately 188 barrels of a 50/50 mixture of Mono Ethylene Glycol and seawater into the Gulf of Mexico. The CIT1 valve had not been functioned to verify closure prior to the pressure test; operators relied on documented position from well handover procedures. Manual ROV intervention and hydraulic functioning of the valve eventually stopped the leak."
ac_815_shell_18-mar-2022,C-004,"Barrier: Subsea Tree Supervisor hydraulic valve functioning
Role: Restore valve to closed position and stop leak
LOD Basis: N/A",supervision_staffing_oversight,administrative,mitigation,recovery,active,False,False,medium,False,False,False,True,True,False,False,True,False,True,False,False,"[""The TechnipFMC Subsea Tree (SST) Supervisor hydraulically functioned open and close the CIT1 valve three times with no movement showing on the CIT1 mechanical position indicator"", ""The CIT1 valve was then hydraulically functioned open and closed by the SST Supervisor before the leak stopped""]",high,"On 18 March 2022 at 1800 hours, during abandonment operations on Shell's Alaminos Canyon 815 well SA001 from the Helix Q-4000, a pressure test of a five-barrel cement squeeze failed to hold 1000 psi. Investigation revealed the chemical injection tree valve 1 (CIT1) on the subsea tree was leaking approximately 188 barrels of a 50/50 mixture of Mono Ethylene Glycol and seawater into the Gulf of Mexico. The CIT1 valve had not been functioned to verify closure prior to the pressure test; operators relied on documented position from well handover procedures. Manual ROV intervention and hydraulic functioning of the valve eventually stopped the leak."
